X	sgRNAsgTFAP2C_23Kb_1	sgRNAsgTFAP2C_23Kb_2	sgRNAsgTFAP2C_23Kb_3	sh2769_ER_48h	sh681_ER_48h	shTFAP2C_2	shTFAP2C_3
NUPR1	-1.57042482561547	-1.22263304278713	-0.633301139993392	0.0506963541687304	0.0655302240731457	-2.51901330955425	-1.26979594260595
CBSL	-1.15679247885729	-1.05560647422128	-0.893009818458059	-0.157615212379453	-0.0333828469206279	-2.50567209824958	-1.51200591598544
CBS	-1.14391626933372	-1.03903343305034	-0.885400270871533	-0.12078642788794	0.380263890837083	-2.49888132341273	-1.52522469059328
ANXA6	-1.69290387867252	-1.66423429156883	-1.2033153236402	-0.508174349072798	0.378368420713231	-2.49352806718312	-2.06723670731976
FAM178B	-0.771029574836591	-0.901783232427575	-0.540881279226876	-0.407301161655517	-0.47845987535286	-2.47966332250072	-2.4230201282367
P2RY6	0.585690056685677	0.71796418905727	0.502077796912377	0.0778715511481158	0.621462202359948	-2.47500223950791	-1.13026347461025
SLITRK5	0.47089949250658	0.509018313983739	1.26711656682983	-1.33379935935191	-0.261366116525786	-2.46975139131942	-1.73390319477115
PHLDB2	-1.87069944531958	-1.69627655414862	-1.07441862847954	0.346171281366973	0.288230754501886	-2.46239189041339	-1.74991406380753
SHC4	0.0364719358989873	-0.186951789657669	-0.0756874618833948	0.0060570655837134	-0.843909387361421	-2.45819249290194	-2.1197892135492
MTHFD2	-0.95760679740622	-0.945410700945336	-0.612101327661621	-0.314466336776072	-0.392263863580593	-2.41125972770801	-1.42789103621465
MKX	-1.26722496266224	-1.03179250616319	-0.921195343166565	0.930071572511456	0.0234458193729582	-2.40304783744662	-1.39309253605717
PDE4B	0.604740056038562	0.351750538190751	0.664395784307846	-2.14941476176382	-1.04436092376625	-2.37241646406348	1.49737324608543
SGCG	-1.40851050181746	-1.23863763361363	-0.886707694677519	-0.633393024904754	0.590515061175508	-2.37195229832619	-1.02622735786074
ADORA1	-1.92730472462758	-1.35988652208056	-1.02516994085942	-1.89602843378157	-3.2437512974279	-2.36332515094594	-1.51005134293535
ENSG00000280211	0.461725852271255	1.05284352242151	-0.0324239121759683	-0.414544642648403	-0.700246541064971	-2.36210517926304	-1.16199297537713
LOC105379109	-1.5214717234543	-0.891947151642509	-1.10705677193841	0.27286734965166	1.55506542710528	-2.3500183009744	-1.34769110952092
PRLR	-1.36208554330752	-1.30097947437862	-0.970393295817563	-0.587609370570686	-0.399977851455022	-2.33959923528615	-1.78483695827775
ENSG00000232118	-2.42774625114471	-2.7101182208144	-1.75143096603717	-0.755558003993343	0.24200278676693	-2.32733694245451	-1.28010438937613
ITGA9	-2.21732070873461	-1.7066419274325	-0.968035685246046	2.66864515286923	2.45693540512695	-2.32346172730696	1.64776543698274
ZBED3-AS1	-1.02705868203674	-0.62363852118702	-0.593045458122203	0.249001353838171	-0.18601222226825	-2.32014566542494	-0.932714014700059
KCNH1	-1.05626717076386	-0.870482953219124	0.0183619283755407	-3.55932789070548	-1.03691408125076	-2.30882376694094	-1.89665450276103
LINC00365	-2.01910073742831	-1.7363072325769	-1.18345315173545	1.12492332659929	1.29769720540437	-2.28536333966962	-0.949592421933417
ENSG00000272384	-1.3839309019091799	-0.450007522177897	-0.845034020241267	0.409498544975919	0.255555210777296	-2.28329401408251	-0.73354974652167
DRD1	0.130676923821683	0.242149662020178	0.0312843485784016	1.15872488835121	1.38221408030685	-2.28270595484418	-0.534424698734115
RGS16	0.195818246231319	0.195303916282437	-0.133769474133868	-0.0498729453336691	0.703993302149751	-2.27761687990407	-1.39968210128657
CALML5	-0.337903135168906	-0.394810931495553	-0.335036584403548	0.562160354033638	1.00282511477099	-2.25509594501192	-2.46903851468598
PLEKHS1	0.272301514834066	0.187806569336927	-0.0684509961666429	-0.39183781552915	1.49394408242539	-2.24663585260519	-1.74385733377893
RIPOR3	-3.08009704395649	-3.05914939474073	-1.96355063486381	-0.207127357548007	0.421932050521683	-2.21425199781673	-1.80458530878172
S100A9	-1.25503709168886	-0.774073111615188	-0.944719614806823	-1.54474277282915	0.423246243520907	-2.20998001122508	-1.82363035473993
LMO3	0.287582028342195	-1.16604916692728	-0.399633488352116	1.62582968896147	3.08442430818121	-2.20163994630004	1.16951110547282
SLITRK6	-1.52364057755182	-1.59694353263916	-1.19834819210224	-0.268143579680224	-0.18401109245435401	-2.19226205407627	-2.22524630512362
ENSG00000196593	-1.64831648794621	-0.744632100677862	-1.55820801978354	1.03520343470796	0.348061941485403	-2.18845171088966	-1.89133484477546
TUBE1	-0.691185726847739	-0.658515685503303	-0.330743802339817	-0.365468348548144	-0.581595087414334	-2.18627521994285	-1.13925748764182
ENSG00000261026	-0.965555790173534	-1.26250939079513	-0.790645920218777	-1.05177500156804	-3.72619273617025	-2.17016420178401	-1.25804038682475
SLC16A6	-1.00662508149941	-0.897122548774136	-1.06811538044337	0.0905226543199154	0.17594066134597	-2.15490535611077	-1.16049521475485
ALDH1L2	-0.873177252543311	-0.645142960475958	-0.704405907570058	-0.492157709333855	-0.473006380686419	-2.14952968056567	-1.16621492435931
VLDLR-AS1	-0.612631322425386	-0.440294957502379	-0.555198135675704	0.255968368765892	0.994199492168412	-2.14133722507538	-1.225800094418
TMEM40	-0.7734889931602	-1.04666878891118	-0.566461961378038	0.768911049407657	0.3455348354698	-2.14004384874324	-1.18029691369427
DDIT3	-0.476756624517014	-0.355697149324797	-0.281451043276106	-0.160527915362437	0.161468118622786	-2.13777866914021	-1.53624804438686
F7	-1.16280556659283	-1.31794427828421	-0.185060508447694	0.1646456258838	-0.491256552154083	-2.12706189407311	-1.40072948031683
SLC4A10	-1.25295899732249	-1.29626804361555	-0.842315821906261	-1.96041289633062	-1.26251450378874	-2.11757086744035	-1.45803745779763
LOC441179	-0.869888010412381	-2.83561835636132	0.0104096847427364	-0.972014176498283	-3.40944411323729	-2.11058724445744	-2.75054163930448
NPR3	-0.871883403847812	-0.84559394899874	-0.647177018876658	1.55938974916024	0.287968988060324	-2.10860800130134	-0.494945196300604
SLC1A1	-0.767859083733996	-0.850654273398394	-0.551410807000908	-0.285739580316779	-0.802510205302289	-2.100391740227	0.172898865174774
MMP16	-0.680781022271953	-0.664180758258182	-0.673954319159293	0.887506420529239	1.43738923371212	-2.09097829590813	-0.313428555843602
DMGDH	-1.16583605167585	-0.533985731079111	-0.998090729192386	-0.1334045173261	0.283991356099824	-2.08459954735703	-1.47830869028747
ENSG00000226057	-2.28757920332739	-1.73911615048682	-1.98433125069311	0.75939048548447	-0.35464195718552	-2.06695708234965	-2.35385236333015
ABCC11	-0.152709185223667	-0.212769217791493	-0.480998920145524	0.438848136147993	1.13596816369687	-2.05264124588325	-0.608526191488927
B3GNT5	-0.58926430144075	-0.787046165783912	-0.673723004019185	1.83066391137921	1.44235779414071	-2.04912821114565	-1.75712819758819
SLC43A1	-1.45615136695365	-1.13665818586313	-0.745064186119609	-0.196180594390463	0.220373007683263	-2.00301626106578	-1.52095688766348
MYH11	-0.821896380078973	-0.129425826251913	-0.356253913572598	0.220375865490415	-0.282572726106838	-1.99588651053059	-0.946561125199111
PCK2	-1.34803260352301	-1.22192823933959	-0.827179651216491	-0.234908711724869	-0.236323714260679	-1.99204768293804	-1.5148077511119
ENSG00000261812	-0.692740426163469	-0.817313524337127	-1.05103353767045	-0.567003248247025	-1.04587000845582	-1.97148455250961	-1.97539564232178
FAM30A	-2.44934900140082	-2.51277753443529	-0.836347426144002	-1.66248772308457	-3.76154966648005	-1.9632163353389	-3.5051133626043
SLC3A2	-0.483565244911033	-0.331986005327804	-0.339472500008612	-0.732228862583854	-0.376163919985715	-1.95764305951818	-1.16592556949241
AZGP1	-3.59907166168411	-2.85741700726196	-2.01077411190231	-0.636096991973535	0.362536905348854	-1.95452699444812	-2.38558281648268
HSPB6	-1.39142435990897	-0.735224311611799	-1.38668487364049	-0.588647417753856	-1.38456414979758	-1.94688698897757	-2.45828681731521
BDKRB2	-0.675838616309537	-0.440372290833487	-0.523558903879509	0.0272875284845545	0.762410934103032	-1.931164883654	-1.40727232997086
PSAT1	-1.37632484704315	-1.20126074536258	-0.559099454497	-5.88019864041386	2.98051574439353	-1.92101343270863	-1.42679111867825
CYP24A1	-2.15963094054004	-1.74050640725125	-1.12232617379286	-0.906928223531513	-0.64410533117139	-1.91203858604462	-1.66720570218473
ABCC2	-0.756005084636564	-0.924429846016641	-0.537567169429438	0.556654633433737	-0.513023872784637	-1.90718808392263	-1.19825177332451
SMOC2	-0.455042109254465	-0.230661179932751	0.0578055445073727	0.0108312330216673	-0.0559818122815938	-1.90386280574077	-1.1567451733541
ADCY5	0.209218423544038	0.481579130153709	0.0589866842103037	0.974675032270797	0.829088102816845	-1.90294751003972	-1.02859025869902
PLAAT3	-0.344362404566663	-0.362059926093762	-0.392482434655843	-0.890293470732153	0.276091418342477	-1.90280834818911	-1.45945653749607
NEK5	-1.01212715048226	-1.23161300243703	-0.349179912711261	0.157067134860457	0.599209672309748	-1.89934795430564	-1.14014278731122
CMAHP	-0.972377554457843	-0.885142424302836	-0.917983356858154	0.323741974731341	1.00829680750094	-1.89050493820494	-1.83621611852186
ENSG00000272572	-0.385176417248647	-0.431024194113454	-0.924123886835005	0.111461083295959	0.204990309988989	-1.88876470599525	-0.679566865346039
KLK8	-0.60256022545191	-0.437318527222387	-0.423514119969096	-0.71179660978444	-1.17852182113583	-1.88805307218191	-1.65455214214408
BAMBI	-0.567685013501579	-0.371177153692089	-0.729665726975149	0.871479899858399	0.935694627029343	-1.8822818843575	-1.94332694969068
MAPK4	1.99860889418365	2.09925305373371	1.23062209844465	-0.28782357028136	0.721274217487351	-1.87886389142357	-0.970162938331644
NIBAN1	-0.728047244919843	-0.434067270663663	-0.597193145363988	0.960557545656152	0.514935193486902	-1.8780334434509	-1.85283202661624
KRT9	-0.0197113597925332	0.316063100652051	0.337248672485624	0.47634545937288	-1.40504294515876	-1.8762492766883	-2.06329007340899
MX2	-1.50294651197561	-0.384176095149415	-0.189147001078199	1.30244924038695	-3.13381611755489	-1.87020243964957	-1.54929826572008
ENSG00000259343	-0.814667922977672	-0.199375901829812	-0.229424095154657	0.119042369015447	-0.827021048025961	-1.85692489276815	-0.654464129253252
ENSG00000259319	-0.584984831779517	-0.586876396548629	-0.556026399645412	0.22784506054767	0.645392417939892	-1.85301430196286	-1.46955212418574
ENSG00000182257	-1.43580935996517	-1.00828881368995	-0.252542329622971	-0.822685554974269	-0.161433978362516	-1.84975081572345	0.378575236291631
H3C15	0.411652003611929	0.321321679963225	0.610113164378732	0.350084436554168	0.212713879588037	-1.84919313816843	-0.806262597216987
H3C14	0.41138124680512	0.320092077988732	0.610443790772201	-0.113090610417736	0.366217568212891	-1.8463933845034	-0.800418709748582
EFHD1	-2.11697169773205	-2.1278961431834	-1.6753798367327	0.36597647724015703	0.681925266873839	-1.83935670609278	-1.85504297134455
XKRX	-1.16621705562163	-1.26638684421563	-0.976672557785905	-1.81629167491094	-1.73617014184785	-1.83933311356591	-1.05181637231281
COLGALT2	-0.948186378163672	-1.13493176474802	-0.430177614056282	0.713818500458631	1.37101819653196	-1.83776866989896	-1.76039564844596
ZNF750	-0.487781121154422	-0.712516033182811	-0.577257437274857	0.514255488056349	0.329973815363498	-1.82310436489971	-1.32592744117826
ENSG00000232611	-0.153794721163909	-0.238597984900685	-0.786875131651241	-2.44183645516363	0.266060415471707	-1.8178109155936	0.211824427988695
ENSG00000264714	-1.40188144308523	-1.23883481920523	-0.612223105288894	-0.92724458890454	-0.372656670681688	-1.81739820823385	-0.701829465236372
SLC12A1	2.03457443561369	0.0874202912584964	1.54887266459235	4.30880682202407	5.29315402390395	-1.8168069047426	-0.27994612318582
LINC00665	1.06513278475521	0.568839586666701	-0.135555060366619	0.173039630536388	-0.26152255851675	-1.81209152675594	-1.0312591550529
ARHGEF38	-0.881040915381928	-0.986941566505867	-0.350795018027701	0.464519764779391	1.27174709465373	-1.80334725337516	-1.26556199140098
GSTM1	-0.60508680432469	-0.245846295793522	-0.110326386847526	2.28703584991137	0.562433218190618	-1.76508025004816	-1.40428404798285
PRRT4	-0.473152864168524	-0.335290291172917	-0.198409042248637	1.08349771528419	1.44821291292351	-1.76385056016198	-1.20631630666884
ENSG00000254290	-1.16647762487839	-0.918556014348664	-0.384258262673297	-0.827759493898542	-1.65847752714284	-1.7599819953144	-1.1275342994409
LINC01508	-0.941668983989199	-0.99887790994995	-0.484035614220742	0.295980457686845	0.136365459884092	-1.75370261038875	-1.41134962360845
EIF4EBP1	-0.486482721651954	-0.434224826240604	-0.47363023652273	0.056874064914271	0.480902936002637	-1.75061671244592	-0.937919746920184
VTCN1	-1.90275335553686	-1.87294331417371	-1.68589978252733	-1.81353266021719	1.97178691806909	-1.74462586330508	-0.842780655531983
YARS1	-0.561141885398497	-0.512492460436444	-0.342688699555444	-0.0381751778112583	-0.490310892314997	-1.74421386608863	-1.08535657765883
C3orf80	0.304694683001445	0.119119299783486	-0.0719580079507362	1.60017540638317	0.806603714479648	-1.7440442988284801	-0.308301949943943
C2CD4A	-0.0337998360049846	-0.0799643131960969	-0.0447169609330422	0.605231211841994	-0.862575945423648	-1.74039445523465	-0.0225207132748844
ECM1	-0.335407337945052	-0.50396153536221	-0.434348931483232	0.492746081208247	0.581500320853341	-1.73752910276214	-0.866991636351399
ACRV1	-1.98897119641863	-0.826620068242735	-0.946258926481091	-0.642153579941359	-1.43008020671494	-1.73144482899247	-0.977240551353911
HCAR2	0.070246097437563	-0.317889269293423	-0.0419652896131212	0.304062067717034	1.47212165343484	-1.73113703109269	-0.211303854850244
VEGFA	-0.81622237027497	-0.735213811448029	-0.39907035798574	-0.282591992471964	-0.268964478002233	-1.73068729393907	-1.42238617464936
PRIMA1	-0.913137598772436	-0.868997652917835	-0.665448548186011	-1.09362399109167	-1.68302549493353	-1.72912949065381	-1.38613841073276
PDE10A	0.249453276646226	0.593480193086005	0.323982110430788	1.18848146747734	0.208988438921675	-1.72730022936616	-3.11858076784162
TSC22D3	-0.56219518499197	-0.510789797758638	-0.587091387651519	1.18790923916148	1.88741834175825	-1.72658681613239	-1.16100997287563
LHX1-DT	-0.0312355666311858	-0.072132929178379	-0.469766308537152	0.820013134391927	0.00673546049160503	-1.71591307342385	-0.242319885534425
LNCAROD	-1.15312118176918	-1.36007723882426	-0.871042069590475	-0.113179417368878	-0.161187266175489	-1.70927403720115	-0.477364190055607
CXCR4	-0.315420223245888	-0.47888037411266	-0.551646750312895	-0.465921657867557	0.00804044069345414	-1.69983501132048	-1.86255190929559
GALNT6	-0.60799799484772	-0.490429599665669	-0.358033897670417	-0.555511533931173	-0.344022852032111	-1.69481933643045	-1.21091813353067
POPDC2	-0.179907497055833	-0.132840686952392	-0.392696424672886	0.37763099136989	-0.0903611184212729	-1.69359560666157	-1.17088274841377
ENSG00000232457	-0.968346829912753	-0.30374717445866	-0.623291148977162	-0.450896748425713	-3.47754340759541	-1.69268628689274	-1.02357366450922
KRT16	-0.490305811289416	-0.639653337377791	-0.4953106490365	-1.50835233661405	-2.10588695894157	-1.68076894370375	-1.444162498178
DHRS2	-1.45691898033851	-1.40158503303195	-1.36038697803327	-1.01391663605026	0.0556530540632317	-1.67007233592555	-1.49298895717279
SLC1A4	-0.782142112047134	-0.632828584397044	-0.309968714824813	-0.680808405000009	-0.566553891306712	-1.66724437169884	-1.31893249037705
ADGRD1	-0.0180408893473686	0.183816442737187	0.231141892908527	0.703404396598717	0.796352908280457	-1.66683021556718	-0.758861302479319
MTHFD1L	-0.373837442422085	-0.271235273830808	-0.299188838700002	-0.473450388156995	-0.897683480023996	-1.66303361164094	-1.00247454800591
ITGA2	-1.22241620549489	-1.12029624627858	-0.880369107609117	-0.827001370615624	-0.909801099433895	-1.65709691580914	-1.19090768781633
RNF152	-1.05645937686877	-1.11778632045438	-0.934842701836269	-0.315550737624246	0.366837023730808	-1.65632449346231	-0.86080464451986
LINC00471	0.499373409633751	0.587833867222037	0.543484283637979	0.0983491470494279	-0.619690113952401	-1.64888653648054	-0.336629075968503
DSC2	-0.768560627388492	-0.715068129255111	-0.446567572332325	-0.16907584708018	0.149110667216824	-1.64425299778662	-1.72863126181151
MNS1	-0.661825071409566	-0.322057799733198	-0.140791954983236	-1.38409860012672	-1.38504420730586	-1.64182916048797	-1.15855661758268
ENSG00000246792	-0.0214311174640054	0.168732875974604	-0.060541560948651	0.53861428044005	-0.252307952992379	-1.6374188635925	-0.870969226386885
ALDH3B2	-0.811766573065507	-0.899446753494721	-0.586215360183728	-0.141435173856012	0.450095449919574	-1.63661691234698	-0.695134748485543
ANO2	-3.16906382197679	-1.51333740992792	-0.973800599064771	0.260701035137356	0.116229498557723	-1.63356317731525	-2.13998353490711
